name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played
Robert Covington,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,55,148,51,66,21,105,32,50,24,25,81,318,2019,0.427,22
Robert Covington,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,55,148,51,66,21,105,32,50,24,25,81,318,2019,0.433,22
Allen Crabbe,SHOOTING GUARD,26,BROOKLYN NETS,98,259,41,56,16,132,46,23,13,46,102,413,2019,0.367,43
Torrey Craig,SMALL FORWARD,28,DENVER NUGGETS,61,188,49,70,89,174,72,37,46,44,175,430,2019,0.442,75
Jamal Crawford,SHOOTING GUARD,38,PHOENIX SUNS,67,202,93,110,8,77,229,33,12,99,75,508,2019,0.397,64
Mitch Creek,SMALL FORWARD,26,BROOKLYN NETS,0,1,5,7,5,5,5,1,0,0,3,15,2019,0.5,4
Mitch Creek,SMALL FORWARD,26,BROOKLYN NETS,0,1,5,7,5,5,5,1,0,0,3,15,2019,0.5,4
Mitch Creek,SMALL FORWARD,26,BROOKLYN NETS,0,1,5,7,5,5,5,1,0,0,3,15,2019,0.5,4
Mitch Creek,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,0,1,0,0,1,1,1,1,0,1,0,6,2019,0.5,1
Mitch Creek,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,0,1,0,0,1,1,1,1,0,1,0,6,2019,0.5,1
Mitch Creek,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,0,1,0,0,1,1,1,1,0,1,0,6,2019,0.5,1
Jae Crowder,SMALL FORWARD,28,UTAH JAZZ,173,522,142,197,60,324,133,64,31,85,170,951,2019,0.399,80
Dante Cunningham,POWER FORWARD,31,SAN ANTONIO SPURS,30,65,14,18,48,140,50,27,13,22,71,194,2019,0.475,64
Seth Curry,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,113,251,44,52,27,93,66,36,12,61,97,581,2019,0.456,74
Stephen Curry,POINT GUARD,30,GOLDEN STATE WARRIORS,354,810,263,287,45,324,361,92,25,192,166,1881,2019,0.472,69
Troy Daniels,SHOOTING GUARD,27,PHOENIX SUNS,74,194,18,23,13,60,26,26,5,27,79,318,2019,0.411,51
Anthony Davis,CENTER,25,NEW ORLEANS PELICANS,48,145,344,433,174,498,218,88,135,112,132,1452,2019,0.517,56
Deyonta Davis,CENTER,22,ATLANTA HAWKS,0,1,6,10,10,26,5,3,5,3,12,36,2019,0.682,9
Ed Davis,CENTER,29,BROOKLYN NETS,0,2,100,162,216,478,61,35,33,64,226,472,2019,0.616,81
Tyler Davis,CENTER,21,OKLAHOMA CITY THUNDER,0,0,0,0,1,0,0,0,0,0,0,0,2019,0.0,1
Dewayne Dedmon,CENTER,29,ATLANTA HAWKS,83,217,92,113,105,375,90,69,71,84,214,693,2019,0.492,64
Sam Dekker,POWER FORWARD,24,CLEVELAND CAVALIERS,5,13,8,10,9,24,9,11,0,5,13,57,2019,0.469,9
Sam Dekker,POWER FORWARD,24,CLEVELAND CAVALIERS,5,13,8,10,9,24,9,11,0,5,13,57,2019,0.458,9
Sam Dekker,POWER FORWARD,24,CLEVELAND CAVALIERS,5,13,8,10,9,24,9,11,0,5,13,57,2019,0.471,9
Sam Dekker,POWER FORWARD,24,WASHINGTON WIZARDS,14,49,20,36,44,71,37,27,7,19,34,230,2019,0.469,38
Sam Dekker,POWER FORWARD,24,WASHINGTON WIZARDS,14,49,20,36,44,71,37,27,7,19,34,230,2019,0.458,38
Sam Dekker,POWER FORWARD,24,WASHINGTON WIZARDS,14,49,20,36,44,71,37,27,7,19,34,230,2019,0.471,38
Ángel Delgado,CENTER,24,LOS ANGELES CLIPPERS,0,0,1,2,2,2,0,1,0,0,2,3,2019,0.2,2
Matthew Dellavedova,POINT GUARD,28,MILWAUKEE BUCKS,4,11,4,4,0,10,29,2,0,11,9,20,2019,0.405,12
Matthew Dellavedova,POINT GUARD,28,MILWAUKEE BUCKS,4,11,4,4,0,10,29,2,0,11,9,20,2019,0.316,12
Matthew Dellavedova,POINT GUARD,28,MILWAUKEE BUCKS,4,11,4,4,0,10,29,2,0,11,9,20,2019,0.413,12
Matthew Dellavedova,POINT GUARD,28,CLEVELAND CAVALIERS,40,119,38,48,6,61,152,12,2,57,66,262,2019,0.405,36
Matthew Dellavedova,POINT GUARD,28,CLEVELAND CAVALIERS,40,119,38,48,6,61,152,12,2,57,66,262,2019,0.316,36
Matthew Dellavedova,POINT GUARD,28,CLEVELAND CAVALIERS,40,119,38,48,6,61,152,12,2,57,66,262,2019,0.413,36
Luol Deng,SMALL FORWARD,33,MINNESOTA TIMBERWOLVES,14,44,25,35,20,53,18,15,8,14,24,157,2019,0.5,22
DeMar DeRozan,SHOOTING GUARD,29,SAN ANTONIO SPURS,7,45,366,441,54,408,475,86,36,199,177,1635,2019,0.481,77
Marcus Derrickson,POWER FORWARD,22,GOLDEN STATE WARRIORS,10,20,4,5,8,5,1,0,1,3,9,46,2019,0.485,11
Cheick Diallo,POWER FORWARD,22,NEW ORLEANS PELICANS,1,4,50,67,75,257,33,29,33,49,113,387,2019,0.62,64
Hamidou Diallo,SHOOTING GUARD,20,OKLAHOMA CITY THUNDER,4,24,36,59,38,59,17,21,10,23,77,190,2019,0.455,51
Gorgui Dieng,CENTER,29,MINNESOTA TIMBERWOLVES,19,56,88,106,81,230,72,48,41,57,134,485,2019,0.501,76
Spencer Dinwiddie,POINT GUARD,25,BROOKLYN NETS,124,370,287,356,26,140,311,40,17,152,187,1143,2019,0.442,68
Donte DiVincenzo,SHOOTING GUARD,22,MILWAUKEE BUCKS,22,83,9,12,16,49,31,13,6,19,38,131,2019,0.403,27
Luka Dončić,SHOOTING GUARD,19,DALLAS MAVERICKS,168,514,346,485,86,477,429,77,25,247,137,1526,2019,0.427,72
Tyler Dorsey,SHOOTING GUARD,22,ATLANTA HAWKS,10,39,16,26,9,34,17,7,1,10,20,90,2019,0.405,27
Tyler Dorsey,SHOOTING GUARD,22,ATLANTA HAWKS,10,39,16,26,9,34,17,7,1,10,20,90,2019,0.36,27
Tyler Dorsey,SHOOTING GUARD,22,ATLANTA HAWKS,10,39,16,26,9,34,17,7,1,10,20,90,2019,0.429,27
Tyler Dorsey,SHOOTING GUARD,22,MEMPHIS GRIZZLIES,34,93,22,35,18,52,39,7,1,17,33,206,2019,0.405,21
Tyler Dorsey,SHOOTING GUARD,22,MEMPHIS GRIZZLIES,34,93,22,35,18,52,39,7,1,17,33,206,2019,0.36,21
Tyler Dorsey,SHOOTING GUARD,22,MEMPHIS GRIZZLIES,34,93,22,35,18,52,39,7,1,17,33,206,2019,0.429,21
Damyean Dotson,SHOOTING GUARD,24,NEW YORK KNICKS,126,342,73,98,34,228,135,58,10,71,135,779,2019,0.415,73
PJ Dozier,SHOOTING GUARD,22,BOSTON CELTICS,2,8,1,2,6,11,5,2,0,0,2,19,2019,0.381,6
Goran Dragić,POINT GUARD,32,MIAMI HEAT,57,164,79,101,20,91,174,30,5,71,81,494,2019,0.413,36
Andre Drummond,CENTER,25,DETROIT PISTONS,5,38,243,412,423,809,112,136,138,175,272,1370,2019,0.533,79
Jared Dudley,POWER FORWARD,33,BROOKLYN NETS,53,151,32,46,34,121,83,36,16,43,131,287,2019,0.423,59
Kris Dunn,POINT GUARD,24,CHICAGO BULLS,34,96,55,69,19,168,277,68,21,104,166,519,2019,0.425,46
Kevin Durant,SMALL FORWARD,30,GOLDEN STATE WARRIORS,137,388,448,506,33,464,457,58,84,225,155,2027,2019,0.521,78
Trevon Duval,POINT GUARD,20,MILWAUKEE BUCKS,1,1,0,0,0,1,2,0,0,0,0,5,2019,0.667,3
Vince Edwards,SMALL FORWARD,22,HOUSTON ROCKETS,1,4,0,0,1,1,0,0,0,0,0,3,2019,0.25,2
Henry Ellenson,POWER FORWARD,22,DETROIT PISTONS,2,4,2,2,0,9,1,0,0,0,2,12,2019,0.411,2
Henry Ellenson,POWER FORWARD,22,DETROIT PISTONS,2,4,2,2,0,9,1,0,0,0,2,12,2019,0.4,2
Henry Ellenson,POWER FORWARD,22,DETROIT PISTONS,2,4,2,2,0,9,1,0,0,0,2,12,2019,0.412,2
Henry Ellenson,POWER FORWARD,22,NEW YORK KNICKS,15,34,17,23,5,52,15,7,2,9,25,102,2019,0.411,17
Henry Ellenson,POWER FORWARD,22,NEW YORK KNICKS,15,34,17,23,5,52,15,7,2,9,25,102,2019,0.4,17
Henry Ellenson,POWER FORWARD,22,NEW YORK KNICKS,15,34,17,23,5,52,15,7,2,9,25,102,2019,0.412,17
Wayne Ellington,SHOOTING GUARD,31,MIAMI HEAT,57,155,14,16,6,41,29,24,3,14,40,209,2019,0.403,25
Wayne Ellington,SHOOTING GUARD,31,MIAMI HEAT,57,155,14,16,6,41,29,24,3,14,40,209,2019,0.375,25
Wayne Ellington,SHOOTING GUARD,31,MIAMI HEAT,57,155,14,16,6,41,29,24,3,14,40,209,2019,0.421,25
Wayne Ellington,SHOOTING GUARD,31,DETROIT PISTONS,81,217,25,33,8,52,43,30,3,26,52,336,2019,0.403,28
Wayne Ellington,SHOOTING GUARD,31,DETROIT PISTONS,81,217,25,33,8,52,43,30,3,26,52,336,2019,0.375,28
Wayne Ellington,SHOOTING GUARD,31,DETROIT PISTONS,81,217,25,33,8,52,43,30,3,26,52,336,2019,0.421,28
Joel Embiid,CENTER,24,PHILADELPHIA 76ERS,79,263,522,649,160,711,234,46,122,226,211,1761,2019,0.484,64
James Ennis III,SMALL FORWARD,28,HOUSTON ROCKETS,44,120,42,58,37,80,27,38,16,23,111,294,2019,0.469,40
James Ennis III,SMALL FORWARD,28,HOUSTON ROCKETS,44,120,42,58,37,80,27,38,16,23,111,294,2019,0.493,40
James Ennis III,SMALL FORWARD,28,HOUSTON ROCKETS,44,120,42,58,37,80,27,38,16,23,111,294,2019,0.41,40
James Ennis III,SMALL FORWARD,28,PHILADELPHIA 76ERS,11,36,16,23,23,42,14,3,7,11,39,95,2019,0.469,18
James Ennis III,SMALL FORWARD,28,PHILADELPHIA 76ERS,11,36,16,23,23,42,14,3,7,11,39,95,2019,0.493,18
James Ennis III,SMALL FORWARD,28,PHILADELPHIA 76ERS,11,36,16,23,23,42,14,3,7,11,39,95,2019,0.41,18
Drew Eubanks,POWER FORWARD,21,SAN ANTONIO SPURS,0,0,11,13,6,28,7,2,5,8,11,41,2019,0.577,23
Jacob Evans,SHOOTING GUARD,21,GOLDEN STATE WARRIORS,4,15,0,1,6,19,23,5,3,11,28,40,2019,0.34,30
Jawun Evans,POINT GUARD,22,PHOENIX SUNS,0,2,0,0,1,11,10,3,0,6,8,6,2019,0.214,7
Jawun Evans,POINT GUARD,22,PHOENIX SUNS,0,2,0,0,1,11,10,3,0,6,8,6,2019,0.231,7
Jawun Evans,POINT GUARD,22,PHOENIX SUNS,0,2,0,0,1,11,10,3,0,6,8,6,2019,0.0,7
Jawun Evans,POINT GUARD,22,OKLAHOMA CITY THUNDER,0,1,0,0,0,0,0,0,0,0,0,0,2019,0.214,1
Jawun Evans,POINT GUARD,22,OKLAHOMA CITY THUNDER,0,1,0,0,0,0,0,0,0,0,0,0,2019,0.231,1
Jawun Evans,POINT GUARD,22,OKLAHOMA CITY THUNDER,0,1,0,0,0,0,0,0,0,0,0,0,2019,0.0,1
Tyreke Evans,SHOOTING GUARD,29,INDIANA PACERS,77,216,115,160,33,168,166,58,18,118,117,706,2019,0.389,69
Dante Exum,POINT GUARD,23,UTAH JAZZ,18,62,68,86,16,52,110,14,5,52,69,288,2019,0.419,42
Kenneth Faried,CENTER,29,BROOKLYN NETS,1,5,10,16,15,29,2,2,4,6,8,61,2019,0.589,12
Kenneth Faried,CENTER,29,BROOKLYN NETS,1,5,10,16,15,29,2,2,4,6,8,61,2019,0.595,12
Kenneth Faried,CENTER,29,BROOKLYN NETS,1,5,10,16,15,29,2,2,4,6,8,61,2019,0.587,12
Kenneth Faried,CENTER,29,HOUSTON ROCKETS,7,20,54,83,82,124,18,15,19,27,74,323,2019,0.589,25
Kenneth Faried,CENTER,29,HOUSTON ROCKETS,7,20,54,83,82,124,18,15,19,27,74,323,2019,0.595,25
Kenneth Faried,CENTER,29,HOUSTON ROCKETS,7,20,54,83,82,124,18,15,19,27,74,323,2019,0.587,25
Derrick Favors,CENTER,27,UTAH JAZZ,17,78,154,228,207,353,89,56,106,84,163,897,2019,0.586,76
Cristiano Felício,CENTER,26,CHICAGO BULLS,0,4,50,73,79,139,37,11,7,33,69,240,2019,0.531,60
Raymond Felton,POINT GUARD,34,OKLAHOMA CITY THUNDER,20,61,12,13,4,30,52,10,6,14,29,142,2019,0.407,33
Terrance Ferguson,SHOOTING GUARD,20,OKLAHOMA CITY THUNDER,106,290,37,51,33,108,72,40,16,47,231,513,2019,0.429,74
Yogi Ferrell,POINT GUARD,25,SACRAMENTO KINGS,54,149,60,67,13,96,137,36,4,40,64,420,2019,0.435,71
Dorian Finney-Smith,SMALL FORWARD,25,DALLAS MAVERICKS,79,254,73,103,138,251,95,69,36,74,186,608,2019,0.432,81
Bryn Forbes,SHOOTING GUARD,25,SAN ANTONIO SPURS,176,413,69,78,18,221,175,45,4,80,159,967,2019,0.456,82
Evan Fournier,SHOOTING GUARD,26,ORLANDO MAGIC,153,450,137,170,38,220,295,71,12,154,225,1226,2019,0.438,81
De'Aaron Fox,POINT GUARD,21,SACRAMENTO KINGS,86,232,303,417,43,261,590,133,45,227,204,1399,2019,0.458,81
Melvin Frazier,SHOOTING GUARD,22,ORLANDO MAGIC,0,6,1,4,3,2,1,1,0,1,6,15,2019,0.333,10
Tim Frazier,POINT GUARD,28,NEW ORLEANS PELICANS,27,77,32,41,32,105,206,25,4,60,93,235,2019,0.444,47
Tim Frazier,POINT GUARD,28,NEW ORLEANS PELICANS,27,77,32,41,32,105,206,25,4,60,93,235,2019,0.451,47
Tim Frazier,POINT GUARD,28,NEW ORLEANS PELICANS,27,77,32,41,32,105,206,25,4,60,93,235,2019,0.424,47
Tim Frazier,POINT GUARD,28,MILWAUKEE BUCKS,10,24,9,13,9,22,42,5,1,16,19,75,2019,0.444,12
Tim Frazier,POINT GUARD,28,MILWAUKEE BUCKS,10,24,9,13,9,22,42,5,1,16,19,75,2019,0.451,12
Tim Frazier,POINT GUARD,28,MILWAUKEE BUCKS,10,24,9,13,9,22,42,5,1,16,19,75,2019,0.424,12
Jimmer Fredette,SHOOTING GUARD,29,PHOENIX SUNS,0,13,6,6,1,6,8,3,0,5,5,22,2019,0.276,6
Enes Freedom,CENTER,26,NEW YORK KNICKS,7,22,105,129,171,290,84,18,17,79,106,614,2019,0.549,44
Enes Freedom,CENTER,26,NEW YORK KNICKS,7,22,105,129,171,290,84,18,17,79,106,614,2019,0.536,44
Enes Freedom,CENTER,26,NEW YORK KNICKS,7,22,105,129,171,290,84,18,17,79,106,614,2019,0.577,44
Enes Freedom,CENTER,26,PORTLAND TRAIL BLAZERS,3,12,50,68,86,112,32,14,9,39,61,301,2019,0.549,23
Enes Freedom,CENTER,26,PORTLAND TRAIL BLAZERS,3,12,50,68,86,112,32,14,9,39,61,301,2019,0.536,23
Enes Freedom,CENTER,26,PORTLAND TRAIL BLAZERS,3,12,50,68,86,112,32,14,9,39,61,301,2019,0.577,23
Channing Frye,CENTER,35,CLEVELAND CAVALIERS,32,79,11,14,4,48,20,6,5,13,44,129,2019,0.368,36
Markelle Fultz,SHOOTING GUARD,20,PHILADELPHIA 76ERS,4,14,21,37,26,44,59,17,5,25,52,155,2019,0.419,19
Danilo Gallinari,SMALL FORWARD,30,LOS ANGELES CLIPPERS,161,372,367,406,54,363,178,49,23,99,129,1346,2019,0.463,68
Langston Galloway,SHOOTING GUARD,27,DETROIT PISTONS,135,380,81,96,49,122,85,37,8,24,135,672,2019,0.388,80
Billy Garrett,SHOOTING GUARD,24,NEW YORK KNICKS,0,8,4,4,0,3,7,1,1,2,3,26,2019,0.407,4
Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,76,221,152,201,56,399,248,60,63,119,147,834,2019,0.448,53
Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,76,221,152,201,56,399,248,60,63,119,147,834,2019,0.444,53
Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,76,221,152,201,56,399,248,60,63,119,147,834,2019,0.465,53
Marc Gasol,CENTER,34,TORONTO RAPTORS,23,52,40,52,24,148,101,24,23,36,70,237,2019,0.448,26
Marc Gasol,CENTER,34,TORONTO RAPTORS,23,52,40,52,24,148,101,24,23,36,70,237,2019,0.444,26
Marc Gasol,CENTER,34,TORONTO RAPTORS,23,52,40,52,24,148,101,24,23,36,70,237,2019,0.465,26
Pau Gasol,CENTER,38,SAN ANTONIO SPURS,5,10,27,38,22,105,50,5,14,14,28,114,2019,0.447,27
Pau Gasol,CENTER,38,SAN ANTONIO SPURS,5,10,27,38,22,105,50,5,14,14,28,114,2019,0.466,27
Pau Gasol,CENTER,38,SAN ANTONIO SPURS,5,10,27,38,22,105,50,5,14,14,28,114,2019,0.167,27
Pau Gasol,CENTER,38,MILWAUKEE BUCKS,1,3,1,2,0,10,2,0,1,2,1,4,2019,0.447,3
Pau Gasol,CENTER,38,MILWAUKEE BUCKS,1,3,1,2,0,10,2,0,1,2,1,4,2019,0.466,3
Pau Gasol,CENTER,38,MILWAUKEE BUCKS,1,3,1,2,0,10,2,0,1,2,1,4,2019,0.167,3
Rudy Gay,POWER FORWARD,32,SAN ANTONIO SPURS,74,184,120,147,63,407,182,54,34,114,159,946,2019,0.504,69
Paul George,SMALL FORWARD,28,OKLAHOMA CITY THUNDER,292,757,453,540,105,523,318,170,34,205,214,2159,2019,0.438,77
Taj Gibson,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,11,34,134,177,172,286,84,53,39,73,186,753,2019,0.566,70
Harry Giles,POWER FORWARD,20,SACRAMENTO KINGS,0,6,58,91,66,156,85,31,22,73,150,408,2019,0.503,58
Shai Gilgeous-Alexander,POINT GUARD,20,LOS ANGELES CLIPPERS,51,139,156,195,57,175,270,96,45,141,175,889,2019,0.476,82
Rudy Gobert,CENTER,26,UTAH JAZZ,0,0,332,522,309,732,161,66,187,130,231,1284,2019,0.669,81
Brandon Goodwin,POINT GUARD,23,DENVER NUGGETS,2,6,9,11,1,2,14,0,0,3,7,23,2019,0.261,16
Aaron Gordon,POWER FORWARD,23,ORLANDO MAGIC,121,347,185,253,129,445,289,57,56,162,172,1246,2019,0.449,78
Eric Gordon,SHOOTING GUARD,30,HOUSTON ROCKETS,216,600,119,152,17,131,129,41,27,90,143,1103,2019,0.409,68
Marcin Gortat,CENTER,34,LOS ANGELES CLIPPERS,0,0,35,48,67,194,65,6,24,50,92,233,2019,0.532,47
Devonte' Graham,POINT GUARD,23,CHARLOTTE HORNETS,34,121,35,46,10,53,121,23,2,30,48,217,2019,0.343,46
Treveon Graham,SHOOTING GUARD,25,BROOKLYN NETS,38,128,18,22,23,84,34,13,7,17,68,184,2019,0.335,35
Jerami Grant,POWER FORWARD,24,OKLAHOMA CITY THUNDER,115,293,157,221,96,321,79,61,100,67,214,1090,2019,0.497,80
Jerian Grant,POINT GUARD,26,ORLANDO MAGIC,40,110,26,40,19,79,156,44,6,51,78,250,2019,0.418,60
Donte Grantham,SMALL FORWARD,23,OKLAHOMA CITY THUNDER,0,2,0,0,0,0,0,0,0,0,0,0,2019,0.0,3
Danny Green,SHOOTING GUARD,31,TORONTO RAPTORS,198,435,37,44,60,257,126,73,53,75,171,821,2019,0.465,80
Draymond Green,POWER FORWARD,28,GOLDEN STATE WARRIORS,47,165,63,91,60,421,454,95,70,169,197,486,2019,0.445,66
Gerald Green,SHOOTING GUARD,33,HOUSTON ROCKETS,156,441,57,68,30,152,40,33,27,55,126,675,2019,0.4,73
JaMychal Green,POWER FORWARD,28,MEMPHIS GRIZZLIES,38,96,63,80,72,180,36,33,26,64,123,403,2019,0.483,41
JaMychal Green,POWER FORWARD,28,MEMPHIS GRIZZLIES,38,96,63,80,72,180,36,33,26,64,123,403,2019,0.484,41
JaMychal Green,POWER FORWARD,28,MEMPHIS GRIZZLIES,38,96,63,80,72,180,36,33,26,64,123,403,2019,0.482,41
JaMychal Green,POWER FORWARD,28,LOS ANGELES CLIPPERS,33,80,17,21,32,125,14,12,8,23,70,208,2019,0.483,24
JaMychal Green,POWER FORWARD,28,LOS ANGELES CLIPPERS,33,80,17,21,32,125,14,12,8,23,70,208,2019,0.484,24
JaMychal Green,POWER FORWARD,28,LOS ANGELES CLIPPERS,33,80,17,21,32,125,14,12,8,23,70,208,2019,0.482,24
Jeff Green,POWER FORWARD,32,WASHINGTON WIZARDS,111,320,183,206,57,252,137,43,39,101,160,946,2019,0.475,77
Blake Griffin,POWER FORWARD,29,DETROIT PISTONS,189,522,414,550,100,465,402,52,28,253,199,1841,2019,0.462,75
Daniel Hamilton,SHOOTING GUARD,23,ATLANTA HAWKS,8,23,3,6,10,37,22,6,1,16,19,57,2019,0.383,19
Dusty Hannahs,SHOOTING GUARD,25,MEMPHIS GRIZZLIES,0,5,2,2,0,1,5,1,0,1,1,8,2019,0.25,2
Tim Hardaway Jr.,SHOOTING GUARD,26,NEW YORK KNICKS,117,337,199,233,26,135,122,42,6,81,106,880,2019,0.393,46
Tim Hardaway Jr.,SHOOTING GUARD,26,NEW YORK KNICKS,117,337,199,233,26,135,122,42,6,81,106,880,2019,0.388,46
Tim Hardaway Jr.,SHOOTING GUARD,26,NEW YORK KNICKS,117,337,199,233,26,135,122,42,6,81,106,880,2019,0.404,46
Tim Hardaway Jr.,SHOOTING GUARD,26,DALLAS MAVERICKS,45,140,33,43,7,54,37,12,2,24,35,294,2019,0.393,19
Tim Hardaway Jr.,SHOOTING GUARD,26,DALLAS MAVERICKS,45,140,33,43,7,54,37,12,2,24,35,294,2019,0.388,19
Tim Hardaway Jr.,SHOOTING GUARD,26,DALLAS MAVERICKS,45,140,33,43,7,54,37,12,2,24,35,294,2019,0.404,19
James Harden,POINT GUARD,29,HOUSTON ROCKETS,378,1028,754,858,66,452,586,158,58,387,244,2818,2019,0.442,78
Maurice Harkless,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,33,120,49,73,77,192,74,67,53,45,163,460,2019,0.487,60
Montrezl Harrell,CENTER,25,LOS ANGELES CLIPPERS,3,17,266,414,184,351,162,71,110,132,255,1361,2019,0.615,82
Devin Harris,POINT GUARD,35,DALLAS MAVERICKS,62,200,102,134,12,100,122,35,16,56,133,428,2019,0.38,68
Gary Harris,SHOOTING GUARD,24,DENVER NUGGETS,82,242,115,144,41,119,127,55,19,68,113,737,2019,0.424,57
Joe Harris,SHOOTING GUARD,27,BROOKLYN NETS,183,386,110,133,52,239,181,38,17,121,182,1041,2019,0.5,76
Tobias Harris,POWER FORWARD,26,LOS ANGELES CLIPPERS,112,258,192,219,37,395,150,40,24,109,123,1152,2019,0.487,55
Tobias Harris,POWER FORWARD,26,LOS ANGELES CLIPPERS,112,258,192,219,37,395,150,40,24,109,123,1152,2019,0.496,55
Tobias Harris,POWER FORWARD,26,LOS ANGELES CLIPPERS,112,258,192,219,37,395,150,40,24,109,123,1152,2019,0.469,55
Tobias Harris,POWER FORWARD,26,PHILADELPHIA 76ERS,44,135,74,88,32,181,79,11,13,42,61,492,2019,0.487,27
Tobias Harris,POWER FORWARD,26,PHILADELPHIA 76ERS,44,135,74,88,32,181,79,11,13,42,61,492,2019,0.496,27
Tobias Harris,POWER FORWARD,26,PHILADELPHIA 76ERS,44,135,74,88,32,181,79,11,13,42,61,492,2019,0.469,27
Andrew Harrison,POINT GUARD,24,MEMPHIS GRIZZLIES,0,1,0,0,0,0,0,0,0,0,1,2,2019,0.302,1
Andrew Harrison,POINT GUARD,24,MEMPHIS GRIZZLIES,0,1,0,0,0,0,0,0,0,0,1,2,2019,0.5,1
Andrew Harrison,POINT GUARD,24,MEMPHIS GRIZZLIES,0,1,0,0,0,0,0,0,0,0,1,2,2019,0.308,1
Andrew Harrison,POINT GUARD,24,MEMPHIS GRIZZLIES,0,1,0,0,0,0,0,0,0,0,1,2,2019,0.25,1
Andrew Harrison,POINT GUARD,24,CLEVELAND CAVALIERS,3,14,16,16,4,11,17,4,2,10,26,43,2019,0.302,10
Andrew Harrison,POINT GUARD,24,CLEVELAND CAVALIERS,3,14,16,16,4,11,17,4,2,10,26,43,2019,0.5,10
Andrew Harrison,POINT GUARD,24,CLEVELAND CAVALIERS,3,14,16,16,4,11,17,4,2,10,26,43,2019,0.308,10
Andrew Harrison,POINT GUARD,24,CLEVELAND CAVALIERS,3,14,16,16,4,11,17,4,2,10,26,43,2019,0.25,10
Andrew Harrison,POINT GUARD,24,NEW ORLEANS PELICANS,2,10,1,2,2,3,7,0,0,2,7,9,2019,0.302,6
Andrew Harrison,POINT GUARD,24,NEW ORLEANS PELICANS,2,10,1,2,2,3,7,0,0,2,7,9,2019,0.5,6
Andrew Harrison,POINT GUARD,24,NEW ORLEANS PELICANS,2,10,1,2,2,3,7,0,0,2,7,9,2019,0.308,6
Andrew Harrison,POINT GUARD,24,NEW ORLEANS PELICANS,2,10,1,2,2,3,7,0,0,2,7,9,2019,0.25,6
Shaquille Harrison,SHOOTING GUARD,25,CHICAGO BULLS,24,89,82,123,33,189,139,89,30,60,124,474,2019,0.432,73
Josh Hart,SHOOTING GUARD,23,LOS ANGELES LAKERS,92,274,55,80,35,213,93,64,40,58,147,525,2019,0.407,67
Isaiah Hartenstein,POWER FORWARD,20,HOUSTON ROCKETS,2,6,11,14,21,26,15,7,12,13,56,53,2019,0.488,28
Udonis Haslem,CENTER,38,MIAMI HEAT,0,12,3,4,3,24,2,0,0,3,9,25,2019,0.333,10
Gordon Hayward,POWER FORWARD,28,BOSTON CELTICS,77,231,156,187,51,271,244,62,23,105,104,825,2019,0.466,72
John Henson,CENTER,28,MILWAUKEE BUCKS,11,31,6,10,16,55,14,7,11,12,16,79,2019,0.463,14
Juancho Hernangómez,POWER FORWARD,23,DENVER NUGGETS,66,181,66,86,64,201,55,27,24,37,94,408,2019,0.439,70
Willy Hernangómez,CENTER,24,CHARLOTTE HORNETS,15,39,100,144,117,194,60,16,20,58,98,421,2019,0.519,58
Mario Hezonja,SMALL FORWARD,23,NEW YORK KNICKS,42,152,87,114,28,211,88,57,8,88,110,511,2019,0.412,58
Isaiah Hicks,POWER FORWARD,24,NEW YORK KNICKS,0,0,4,5,2,5,2,1,3,1,5,12,2019,0.5,3
Buddy Hield,SHOOTING GUARD,26,SACRAMENTO KINGS,278,651,171,193,106,306,205,58,33,146,202,1695,2019,0.458,82
Haywood Highsmith,SMALL FORWARD,22,PHILADELPHIA 76ERS,1,5,0,2,0,5,2,1,0,1,1,9,2019,0.4,5
Nenê,CENTER,36,HOUSTON ROCKETS,0,3,31,47,34,89,26,18,15,11,87,151,2019,0.517,42
George Hill,POINT GUARD,32,CLEVELAND CAVALIERS,13,28,17,20,12,15,36,12,1,20,35,140,2019,0.452,13
George Hill,POINT GUARD,32,CLEVELAND CAVALIERS,13,28,17,20,12,15,36,12,1,20,35,140,2019,0.514,13
George Hill,POINT GUARD,32,CLEVELAND CAVALIERS,13,28,17,20,12,15,36,12,1,20,35,140,2019,0.428,13
George Hill,POINT GUARD,32,MILWAUKEE BUCKS,35,125,53,65,27,94,99,40,7,31,67,318,2019,0.452,47
George Hill,POINT GUARD,32,MILWAUKEE BUCKS,35,125,53,65,27,94,99,40,7,31,67,318,2019,0.514,47
George Hill,POINT GUARD,32,MILWAUKEE BUCKS,35,125,53,65,27,94,99,40,7,31,67,318,2019,0.428,47
