name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played,conferences,assists_per_game,assists_turnover_ratio
Paul Grant,CENTER,30,UTAH JAZZ,0,0,3,8,7,10,3,1,1,7,17,25,2004,0.478,10,WC,0.3,0.42857142857142855
Willie Green,SHOOTING GUARD,22,PHILADELPHIA 76ERS,19,61,59,81,16,49,53,26,5,59,83,364,2004,0.401,53,EC,1.0,0.8983050847457628
Adrian Griffin,SHOOTING GUARD,29,HOUSTON ROCKETS,1,2,0,4,1,18,10,7,2,3,17,11,2004,0.278,19,WC,0.5263157894736842,3.3333333333333335
Tom Gugliotta,POWER FORWARD,34,PHOENIX SUNS,0,1,6,8,15,41,21,14,4,20,34,68,2004,0.345,30,WC,0.7,1.05
Tom Gugliotta,POWER FORWARD,34,PHOENIX SUNS,0,1,6,8,15,41,21,14,4,20,34,68,2004,0.313,30,WC,0.7,1.05
Tom Gugliotta,POWER FORWARD,34,PHOENIX SUNS,0,1,6,8,15,41,21,14,4,20,34,68,2004,0.375,30,WC,0.7,1.05
Tom Gugliotta,POWER FORWARD,34,UTAH JAZZ,1,3,14,20,50,81,42,17,8,19,47,93,2004,0.345,25,WC,1.68,2.210526315789474
Tom Gugliotta,POWER FORWARD,34,UTAH JAZZ,1,3,14,20,50,81,42,17,8,19,47,93,2004,0.313,25,WC,1.68,2.210526315789474
Tom Gugliotta,POWER FORWARD,34,UTAH JAZZ,1,3,14,20,50,81,42,17,8,19,47,93,2004,0.375,25,WC,1.68,2.210526315789474
Marcus Haislip,POWER FORWARD,23,MILWAUKEE BUCKS,1,2,20,28,21,32,4,6,12,9,25,93,2004,0.486,31,EC,0.12903225806451613,0.4444444444444444
Darvin Ham,SMALL FORWARD,30,DETROIT PISTONS,1,2,21,35,47,46,16,13,8,31,63,96,2004,0.493,54,EC,0.2962962962962963,0.5161290322580645
Richard Hamilton,SHOOTING GUARD,25,DETROIT PISTONS,18,68,297,342,78,201,310,103,17,210,222,1375,2004,0.455,78,EC,3.9743589743589745,1.4761904761904763
Zendon Hamilton,CENTER,28,PHILADELPHIA 76ERS,0,0,67,96,49,97,13,8,8,27,74,169,2004,0.537,46,EC,0.2826086956521739,0.48148148148148145
Ben Handlogten,CENTER,30,UTAH JAZZ,0,0,18,27,22,33,6,3,4,10,32,68,2004,0.532,17,WC,0.35294117647058826,0.6
Travis Hansen,SMALL FORWARD,25,ATLANTA HAWKS,9,30,22,27,30,40,19,10,9,15,67,123,2004,0.354,41,EC,0.4634146341463415,1.2666666666666666
Anfernee Hardaway,SHOOTING GUARD,32,PHOENIX SUNS,14,35,42,49,27,71,97,28,8,42,65,296,2004,0.411,34,WC,2.8529411764705883,2.3095238095238093
Anfernee Hardaway,SHOOTING GUARD,32,PHOENIX SUNS,14,35,42,49,27,71,97,28,8,42,65,296,2004,0.443,34,WC,2.8529411764705883,2.3095238095238093
Anfernee Hardaway,SHOOTING GUARD,32,PHOENIX SUNS,14,35,42,49,27,71,97,28,8,42,65,296,2004,0.39,34,WC,2.8529411764705883,2.3095238095238093
Anfernee Hardaway,SHOOTING GUARD,32,NEW YORK KNICKS,16,44,69,89,42,147,79,42,12,65,81,403,2004,0.411,42,EC,1.880952380952381,1.2153846153846153
Anfernee Hardaway,SHOOTING GUARD,32,NEW YORK KNICKS,16,44,69,89,42,147,79,42,12,65,81,403,2004,0.443,42,EC,1.880952380952381,1.2153846153846153
Anfernee Hardaway,SHOOTING GUARD,32,NEW YORK KNICKS,16,44,69,89,42,147,79,42,12,65,81,403,2004,0.39,42,EC,1.880952380952381,1.2153846153846153
Matt Harpring,SMALL FORWARD,27,UTAH JAZZ,8,33,108,157,91,156,63,22,2,65,102,502,2004,0.471,31,WC,2.032258064516129,0.9692307692307692
Al Harrington,POWER FORWARD,23,INDIANA PACERS,21,77,185,252,163,345,131,80,22,163,250,1048,2004,0.463,79,EC,1.6582278481012658,0.803680981595092
Othella Harrington,POWER FORWARD,30,NEW YORK KNICKS,0,0,58,78,58,119,29,12,14,65,134,258,2004,0.495,56,EC,0.5178571428571429,0.4461538461538462
Lucious Harris,POINT GUARD,33,NEW JERSEY NETS,38,101,66,78,39,101,135,41,2,53,74,478,2004,0.404,69,Unknown,1.9565217391304348,2.547169811320755
Jason Hart,POINT GUARD,25,SAN ANTONIO SPURS,2,9,33,43,10,69,81,28,5,29,59,177,2004,0.447,53,WC,1.528301886792453,2.793103448275862
Donnell Harvey,POWER FORWARD,23,ORLANDO MAGIC,0,3,26,39,29,43,8,10,11,22,44,98,2004,0.443,24,EC,0.3333333333333333,0.36363636363636365
Donnell Harvey,POWER FORWARD,23,ORLANDO MAGIC,0,3,26,39,29,43,8,10,11,22,44,98,2004,0.404,24,EC,0.3333333333333333,0.36363636363636365
Donnell Harvey,POWER FORWARD,23,ORLANDO MAGIC,0,3,26,39,29,43,8,10,11,22,44,98,2004,0.473,24,EC,0.3333333333333333,0.36363636363636365
Donnell Harvey,POWER FORWARD,23,PHOENIX SUNS,0,0,35,44,19,73,13,14,16,23,85,141,2004,0.443,36,WC,0.3611111111111111,0.5652173913043478
Donnell Harvey,POWER FORWARD,23,PHOENIX SUNS,0,0,35,44,19,73,13,14,16,23,85,141,2004,0.404,36,WC,0.3611111111111111,0.5652173913043478
Donnell Harvey,POWER FORWARD,23,PHOENIX SUNS,0,0,35,44,19,73,13,14,16,23,85,141,2004,0.473,36,WC,0.3611111111111111,0.5652173913043478
Udonis Haslem,POWER FORWARD,23,MIAMI HEAT,0,3,140,183,189,284,51,33,24,74,197,550,2004,0.459,75,EC,0.68,0.6891891891891891
Trenton Hassell,SHOOTING GUARD,24,MINNESOTA TIMBERWOLVES,4,13,48,61,68,189,133,36,54,46,200,406,2004,0.465,81,WC,1.6419753086419753,2.891304347826087
Jarvis Hayes,SMALL FORWARD,22,WASHINGTON WIZARDS,40,131,77,98,71,193,106,71,11,110,157,673,2004,0.4,70,EC,1.5142857142857142,0.9636363636363636
Brendan Haywood,CENTER,24,WASHINGTON WIZARDS,0,1,137,234,186,201,43,32,100,80,154,537,2004,0.515,77,EC,0.5584415584415584,0.5375
Shane Heal,POINT GUARD,33,SAN ANTONIO SPURS,4,18,4,5,1,3,5,1,0,5,2,22,2004,0.292,6,WC,0.8333333333333334,1.0
Alan Henderson,POWER FORWARD,31,ATLANTA HAWKS,0,0,4,6,11,10,2,1,2,3,1,24,2004,0.476,6,EC,0.3333333333333333,0.6666666666666666
Nenê,POWER FORWARD,21,DENVER NUGGETS,0,2,240,352,154,349,168,116,41,183,280,908,2004,0.53,77,WC,2.1818181818181817,0.9180327868852459
Tyrone Hill,POWER FORWARD,35,MIAMI HEAT,0,0,3,4,5,3,0,0,1,2,10,9,2004,0.6,5,EC,0.0,0.0
Kirk Hinrich,POINT GUARD,23,CHICAGO BULLS,144,369,135,168,42,217,517,101,21,204,276,915,2004,0.386,76,EC,6.802631578947368,2.534313725490196
Fred Hoiberg,SHOOTING GUARD,31,MINNESOTA TIMBERWOLVES,76,172,98,116,21,247,109,66,10,44,136,530,2004,0.465,79,WC,1.379746835443038,2.477272727272727
Robert Horry,POWER FORWARD,33,SAN ANTONIO SPURS,41,108,69,107,108,164,101,48,49,55,165,392,2004,0.405,81,WC,1.2469135802469136,1.8363636363636364
Eddie House,SHOOTING GUARD,25,LOS ANGELES CLIPPERS,51,136,36,45,28,110,148,65,4,63,92,409,2004,0.359,60,Unknown,2.466666666666667,2.3492063492063493
Allan Houston,SHOOTING GUARD,32,NEW YORK KNICKS,87,202,157,172,20,101,99,38,2,102,105,924,2004,0.435,50,EC,1.98,0.9705882352941176
Josh Howard,SMALL FORWARD,23,DALLAS MAVERICKS,20,66,97,138,149,219,97,69,54,67,168,575,2004,0.43,67,WC,1.4477611940298507,1.4477611940298507
Juwan Howard,POWER FORWARD,30,ORLANDO MAGIC,0,1,318,393,171,399,158,54,22,178,284,1376,2004,0.453,81,EC,1.9506172839506173,0.8876404494382022
Troy Hudson,POINT GUARD,27,MINNESOTA TIMBERWOLVES,31,77,27,33,4,31,70,7,0,34,32,218,2004,0.386,29,WC,2.413793103448276,2.0588235294117645
Larry Hughes,SHOOTING GUARD,25,WASHINGTON WIZARDS,79,232,267,335,96,230,148,95,26,152,147,1148,2004,0.397,61,EC,2.4262295081967213,0.9736842105263158
Ryan Humphrey,POWER FORWARD,24,MEMPHIS GRIZZLIES,0,1,0,0,2,1,1,1,0,2,3,2,2004,0.25,2,WC,0.5,0.5
Brandon Hunter,POWER FORWARD,23,BOSTON CELTICS,0,3,19,43,50,68,19,13,1,22,40,125,2004,0.457,36,EC,0.5277777777777778,0.8636363636363636
Lindsey Hunter,SHOOTING GUARD,33,DETROIT PISTONS,14,50,5,8,13,54,85,39,6,34,45,117,2004,0.343,33,EC,2.5757575757575757,2.5
Steven Hunter,CENTER,22,ORLANDO MAGIC,0,0,23,69,54,116,12,5,73,29,101,187,2004,0.529,59,EC,0.2033898305084746,0.41379310344827586
Zydrunas Ilgauskas,CENTER,28,CLEVELAND CAVALIERS,2,7,303,406,279,374,109,39,201,163,277,1237,2004,0.483,81,EC,1.345679012345679,0.6687116564417178
Allen Iverson,SHOOTING GUARD,28,PHILADELPHIA 76ERS,57,199,339,455,34,144,324,115,5,209,87,1266,2004,,48,EC,6.75,1.5502392344497609
Bobby Jackson,SHOOTING GUARD,30,SACRAMENTO KINGS,81,219,82,109,55,119,105,49,8,63,106,689,2004,0.444,50,WC,2.1,1.6666666666666667
Jim Jackson,SMALL FORWARD,33,HOUSTON ROCKETS,162,405,107,127,52,435,226,86,23,175,227,1033,2004,0.424,80,WC,2.825,1.2914285714285714
Marc Jackson,POWER FORWARD,29,PHILADELPHIA 76ERS,0,1,64,81,45,81,18,12,6,24,45,206,2004,0.415,22,EC,0.8181818181818182,0.75
Mark Jackson,POINT GUARD,38,HOUSTON ROCKETS,7,41,28,39,10,60,119,17,1,53,41,103,2004,0.34,42,WC,2.8333333333333335,2.2452830188679247
Stephen Jackson,SMALL FORWARD,25,ATLANTA HAWKS,145,427,233,297,97,273,244,142,20,223,216,1450,2004,0.425,80,EC,3.05,1.094170403587444
Casey Jacobsen,SMALL FORWARD,22,PHOENIX SUNS,75,180,91,111,42,159,98,48,9,68,144,466,2004,0.417,78,WC,1.2564102564102564,1.4411764705882353
Jerome James,CENTER,28,SEATTLE SUPERSONICS,0,0,66,100,78,152,32,20,60,82,180,324,2004,0.498,65,Unknown,0.49230769230769234,0.3902439024390244
LeBron James,SHOOTING GUARD,19,CLEVELAND CAVALIERS,63,217,347,460,99,333,465,130,58,273,149,1654,2004,0.417,79,EC,5.886075949367089,1.7032967032967032
Mike James,POINT GUARD,28,BOSTON CELTICS,86,226,76,95,20,156,244,70,2,83,113,588,2004,0.414,55,EC,4.4363636363636365,2.9397590361445785
Mike James,POINT GUARD,28,BOSTON CELTICS,86,226,76,95,20,156,244,70,2,83,113,588,2004,0.418,55,EC,4.4363636363636365,2.9397590361445785
Mike James,POINT GUARD,28,BOSTON CELTICS,86,226,76,95,20,156,244,70,2,83,113,588,2004,0.401,55,EC,4.4363636363636365,2.9397590361445785
Mike James,POINT GUARD,28,DETROIT PISTONS,20,55,27,32,8,50,95,26,1,41,43,165,2004,0.414,26,EC,3.6538461538461537,2.317073170731707
Mike James,POINT GUARD,28,DETROIT PISTONS,20,55,27,32,8,50,95,26,1,41,43,165,2004,0.418,26,EC,3.6538461538461537,2.317073170731707
Mike James,POINT GUARD,28,DETROIT PISTONS,20,55,27,32,8,50,95,26,1,41,43,165,2004,0.401,26,EC,3.6538461538461537,2.317073170731707
Antawn Jamison,SMALL FORWARD,27,DALLAS MAVERICKS,16,40,220,294,233,287,70,83,30,81,174,1212,2004,0.535,82,WC,0.8536585365853658,0.8641975308641975
Marko Jarić,POINT GUARD,25,LOS ANGELES CLIPPERS,51,150,74,101,44,131,281,93,20,115,132,495,2004,0.388,58,Unknown,4.844827586206897,2.4434782608695653
Chris Jefferies,SHOOTING GUARD,23,TORONTO RAPTORS,1,3,1,1,0,1,1,0,0,1,0,8,2004,0.375,2,EC,0.5,1.0
Chris Jefferies,SHOOTING GUARD,23,TORONTO RAPTORS,1,3,1,1,0,1,1,0,0,1,0,8,2004,0.5,2,EC,0.5,1.0
Chris Jefferies,SHOOTING GUARD,23,TORONTO RAPTORS,1,3,1,1,0,1,1,0,0,1,0,8,2004,0.364,2,EC,0.5,1.0
Chris Jefferies,SMALL FORWARD,23,CHICAGO BULLS,16,39,12,19,5,23,6,4,7,18,36,76,2004,0.375,19,EC,0.3157894736842105,0.3333333333333333
Chris Jefferies,SMALL FORWARD,23,CHICAGO BULLS,16,39,12,19,5,23,6,4,7,18,36,76,2004,0.5,19,EC,0.3157894736842105,0.3333333333333333
Chris Jefferies,SMALL FORWARD,23,CHICAGO BULLS,16,39,12,19,5,23,6,4,7,18,36,76,2004,0.364,19,EC,0.3157894736842105,0.3333333333333333
Richard Jefferson,SMALL FORWARD,23,NEW JERSEY NETS,48,132,357,468,109,355,315,92,28,198,224,1515,2004,0.498,82,Unknown,3.841463414634146,1.5909090909090908
Jared Jeffries,POWER FORWARD,22,WASHINGTON WIZARDS,5,30,105,171,180,244,93,48,28,107,212,464,2004,0.377,82,EC,1.1341463414634145,0.8691588785046729
Britton Johnsen,CENTER,24,ORLANDO MAGIC,1,12,7,16,15,30,12,7,1,14,28,42,2004,0.288,20,EC,0.6,0.8571428571428571
Anthony Johnson,POINT GUARD,29,INDIANA PACERS,41,122,75,94,28,102,202,64,8,75,138,450,2004,0.406,73,EC,2.767123287671233,2.6933333333333334
Avery Johnson,POINT GUARD,38,GOLDEN STATE WARRIORS,0,3,52,78,3,30,111,26,3,51,34,212,2004,0.402,46,WC,2.4130434782608696,2.176470588235294
DerMarr Johnson,SMALL FORWARD,23,NEW YORK KNICKS,13,36,28,31,5,34,11,8,7,16,32,113,2004,0.371,21,EC,0.5238095238095238,0.6875
Ervin Johnson,CENTER,36,MINNESOTA TIMBERWOLVES,0,1,17,28,61,171,24,27,43,30,156,127,2004,0.534,66,WC,0.36363636363636365,0.8
Joe Johnson,SHOOTING GUARD,22,PHOENIX SUNS,83,272,174,232,80,305,362,93,26,199,177,1367,2004,0.43,82,WC,4.414634146341464,1.8190954773869348
Linton Johnson,SMALL FORWARD,23,CHICAGO BULLS,7,33,22,37,59,124,27,37,32,37,90,173,2004,0.355,41,EC,0.6585365853658537,0.7297297297297297
Dahntay Jones,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,1,4,5,11,7,16,12,5,6,12,23,36,2004,0.283,20,WC,0.6,1.0
Damon Jones,POINT GUARD,27,MILWAUKEE BUCKS,98,273,55,72,15,155,478,30,4,103,92,573,2004,0.401,82,EC,5.829268292682927,4.640776699029126
Eddie Jones,SHOOTING GUARD,32,MIAMI HEAT,177,479,278,333,38,270,258,92,34,129,226,1401,2004,0.409,81,EC,3.185185185185185,2.0
Fred Jones,SHOOTING GUARD,24,INDIANA PACERS,27,89,124,149,25,101,173,65,18,73,132,397,2004,0.395,81,EC,2.1358024691358026,2.3698630136986303
James Jones,SMALL FORWARD,23,INDIANA PACERS,1,4,2,2,0,2,0,1,0,0,1,7,2004,0.222,6,EC,0.0,
Jumaine Jones,SHOOTING GUARD,24,BOSTON CELTICS,13,44,14,23,24,44,14,12,9,19,48,93,2004,0.344,42,EC,0.3333333333333333,0.7368421052631579
Popeye Jones,POWER FORWARD,33,GOLDEN STATE WARRIORS,0,0,0,0,1,0,0,0,0,0,2,0,2004,0.0,5,WC,0.0,
Chris Kaman,CENTER,21,LOS ANGELES CLIPPERS,0,2,99,142,126,335,85,23,73,155,211,499,2004,0.46,82,Unknown,1.0365853658536586,0.5483870967741935
Jason Kapono,SMALL FORWARD,22,CLEVELAND CAVALIERS,21,44,20,24,19,36,14,13,2,21,41,145,2004,0.403,41,EC,0.34146341463414637,0.6666666666666666
Jason Kidd,POINT GUARD,30,NEW JERSEY NETS,94,293,206,249,85,343,618,122,14,214,110,1036,2004,,67,Unknown,9.223880597014926,2.8878504672897196
Andrei Kirilenko,POWER FORWARD,22,UTAH JAZZ,68,201,392,496,226,403,244,150,215,215,174,1284,2004,0.443,78,WC,3.128205128205128,1.1348837209302325
Kerry Kittles,SHOOTING GUARD,29,NEW JERSEY NETS,97,276,107,136,56,271,206,125,40,95,144,1072,2004,0.453,82,Unknown,2.5121951219512195,2.168421052631579
Brevin Knight,POINT GUARD,28,PHOENIX SUNS,0,0,0,0,0,3,4,3,1,3,1,2,2004,0.427,3,WC,1.3333333333333333,1.3333333333333333
Brevin Knight,POINT GUARD,28,PHOENIX SUNS,0,0,0,0,0,3,4,3,1,3,1,2,2004,0.333,3,WC,1.3333333333333333,1.3333333333333333
Brevin Knight,POINT GUARD,28,PHOENIX SUNS,0,0,0,0,0,3,4,3,1,3,1,2,2004,0.42,3,WC,1.3333333333333333,1.3333333333333333
Brevin Knight,POINT GUARD,28,PHOENIX SUNS,0,0,0,0,0,3,4,3,1,3,1,2,2004,0.438,3,WC,1.3333333333333333,1.3333333333333333
Brevin Knight,POINT GUARD,28,WASHINGTON WIZARDS,1,5,19,27,11,50,102,52,0,44,50,136,2004,0.427,32,EC,3.1875,2.3181818181818183
Brevin Knight,POINT GUARD,28,WASHINGTON WIZARDS,1,5,19,27,11,50,102,52,0,44,50,136,2004,0.333,32,EC,3.1875,2.3181818181818183
Brevin Knight,POINT GUARD,28,WASHINGTON WIZARDS,1,5,19,27,11,50,102,52,0,44,50,136,2004,0.42,32,EC,3.1875,2.3181818181818183
Brevin Knight,POINT GUARD,28,WASHINGTON WIZARDS,1,5,19,27,11,50,102,52,0,44,50,136,2004,0.438,32,EC,3.1875,2.3181818181818183
Brevin Knight,POINT GUARD,28,MILWAUKEE BUCKS,1,3,30,38,3,45,98,29,0,25,56,123,2004,0.427,21,EC,4.666666666666667,3.92
Brevin Knight,POINT GUARD,28,MILWAUKEE BUCKS,1,3,30,38,3,45,98,29,0,25,56,123,2004,0.333,21,EC,4.666666666666667,3.92
Brevin Knight,POINT GUARD,28,MILWAUKEE BUCKS,1,3,30,38,3,45,98,29,0,25,56,123,2004,0.42,21,EC,4.666666666666667,3.92
Brevin Knight,POINT GUARD,28,MILWAUKEE BUCKS,1,3,30,38,3,45,98,29,0,25,56,123,2004,0.438,21,EC,4.666666666666667,3.92
Kyle Korver,SMALL FORWARD,22,PHILADELPHIA 76ERS,81,207,19,24,30,81,40,25,8,41,102,330,2004,0.352,74,EC,0.5405405405405406,0.975609756097561
Toni Kukoč,POWER FORWARD,35,MILWAUKEE BUCKS,49,168,145,199,60,211,200,59,21,110,110,616,2004,,73,EC,2.73972602739726,1.8181818181818181
Christian Laettner,POWER FORWARD,34,WASHINGTON WIZARDS,6,21,40,50,50,182,89,37,28,42,102,284,2004,0.465,48,EC,1.8541666666666667,2.119047619047619
Raef LaFrentz,CENTER,27,BOSTON CELTICS,8,40,10,13,30,49,24,8,13,11,47,132,2004,0.46,17,EC,1.411764705882353,2.1818181818181817
Maciej Lampe,CENTER,18,PHOENIX SUNS,0,4,10,13,9,35,9,3,3,15,28,96,2004,0.489,21,WC,0.42857142857142855,0.6
Sean Lampley,SMALL FORWARD,24,GOLDEN STATE WARRIORS,0,0,8,12,2,9,2,0,1,3,2,34,2004,0.65,10,WC,0.2,0.6666666666666666
Dan Langhi,SMALL FORWARD,26,GOLDEN STATE WARRIORS,0,0,2,2,0,3,0,0,0,2,5,6,2004,0.357,4,WC,0.0,0.0
Dan Langhi,SMALL FORWARD,26,GOLDEN STATE WARRIORS,0,0,2,2,0,3,0,0,0,2,5,6,2004,0.333,4,WC,0.0,0.0
Dan Langhi,SMALL FORWARD,26,GOLDEN STATE WARRIORS,0,0,2,2,0,3,0,0,0,2,5,6,2004,0.375,4,WC,0.0,0.0
Dan Langhi,SMALL FORWARD,26,MILWAUKEE BUCKS,1,2,0,0,0,1,0,0,0,0,2,7,2004,0.357,2,EC,0.0,
Dan Langhi,SMALL FORWARD,26,MILWAUKEE BUCKS,1,2,0,0,0,1,0,0,0,0,2,7,2004,0.333,2,EC,0.0,
Dan Langhi,SMALL FORWARD,26,MILWAUKEE BUCKS,1,2,0,0,0,1,0,0,0,0,2,7,2004,0.375,2,EC,0.0,
Rusty LaRue,POINT GUARD,30,GOLDEN STATE WARRIORS,1,1,1,2,0,3,2,2,0,4,2,4,2004,0.333,4,WC,0.5,0.5
Voshon Lenard,SHOOTING GUARD,30,DENVER NUGGETS,106,289,144,182,46,154,151,61,12,101,177,1038,2004,0.422,73,WC,2.0684931506849313,1.495049504950495
Quincy Lewis,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,2,5,0,0,1,6,2,2,2,3,10,16,2004,0.35,14,WC,0.14285714285714285,0.6666666666666666
Rashard Lewis,SMALL FORWARD,24,SEATTLE SUPERSONICS,145,386,206,270,133,385,175,99,54,135,233,1421,2004,0.435,80,Unknown,2.1875,1.2962962962962963
Randy Livingston,POINT GUARD,28,LOS ANGELES CLIPPERS,0,3,4,6,2,5,4,2,0,4,7,8,2004,0.2,4,Unknown,1.0,1.0
Raül López,POINT GUARD,23,UTAH JAZZ,25,85,101,117,24,131,305,62,2,174,200,572,2004,0.431,82,WC,3.7195121951219514,1.7528735632183907
Tyronn Lue,POINT GUARD,26,ORLANDO MAGIC,80,209,101,131,26,161,317,61,5,124,185,799,2004,0.433,76,EC,4.171052631578948,2.556451612903226
George Lynch,SMALL FORWARD,33,NEW ORLEANS HORNETS,43,139,34,51,96,216,117,48,18,64,159,375,2004,0.397,78,Unknown,1.5,1.828125
Mark Madsen,CENTER,28,MINNESOTA TIMBERWOLVES,0,6,57,118,134,138,28,33,18,47,175,259,2004,0.495,72,WC,0.3888888888888889,0.5957446808510638
Corey Maggette,SMALL FORWARD,24,LOS ANGELES CLIPPERS,76,231,526,620,96,334,224,65,16,207,217,1508,2004,0.447,73,Unknown,3.0684931506849313,1.0821256038647342
Jamaal Magloire,CENTER,25,NEW ORLEANS HORNETS,0,1,353,470,268,579,86,43,101,201,278,1119,2004,0.473,82,Unknown,1.048780487804878,0.42786069651741293
Karl Malone,POWER FORWARD,40,LOS ANGELES LAKERS,0,1,168,225,61,306,163,50,20,103,116,554,2004,,42,WC,3.880952380952381,1.5825242718446602
Stephon Marbury,POINT GUARD,26,PHOENIX SUNS,37,118,147,185,19,98,281,64,5,97,74,708,2004,0.431,34,WC,8.264705882352942,2.8969072164948453
Stephon Marbury,POINT GUARD,26,PHOENIX SUNS,37,118,147,185,19,98,281,64,5,97,74,708,2004,0.432,34,WC,8.264705882352942,2.8969072164948453
Stephon Marbury,POINT GUARD,26,PHOENIX SUNS,37,118,147,185,19,98,281,64,5,97,74,708,2004,0.431,34,WC,8.264705882352942,2.8969072164948453
Stephon Marbury,POINT GUARD,26,NEW YORK KNICKS,50,156,209,251,39,107,438,65,4,152,98,931,2004,0.431,47,EC,9.319148936170214,2.8815789473684212
Stephon Marbury,POINT GUARD,26,NEW YORK KNICKS,50,156,209,251,39,107,438,65,4,152,98,931,2004,0.432,47,EC,9.319148936170214,2.8815789473684212
Stephon Marbury,POINT GUARD,26,NEW YORK KNICKS,50,156,209,251,39,107,438,65,4,152,98,931,2004,0.431,47,EC,9.319148936170214,2.8815789473684212
Shawn Marion,SMALL FORWARD,25,PHOENIX SUNS,90,265,228,268,212,525,214,167,104,156,203,1498,2004,0.44,79,WC,2.7088607594936707,1.3717948717948718
Donyell Marshall,POWER FORWARD,30,CHICAGO BULLS,11,27,14,20,28,71,28,13,20,22,47,139,2004,0.461,16,EC,1.75,1.2727272727272727
Donyell Marshall,POWER FORWARD,30,CHICAGO BULLS,11,27,14,20,28,71,28,13,20,22,47,139,2004,0.419,16,EC,1.75,1.2727272727272727
Donyell Marshall,POWER FORWARD,30,CHICAGO BULLS,11,27,14,20,28,71,28,13,20,22,47,139,2004,0.467,16,EC,1.75,1.2727272727272727
Donyell Marshall,POWER FORWARD,30,TORONTO RAPTORS,120,298,120,162,182,527,94,80,104,95,200,1066,2004,0.461,66,EC,1.4242424242424243,0.9894736842105263
Donyell Marshall,POWER FORWARD,30,TORONTO RAPTORS,120,298,120,162,182,527,94,80,104,95,200,1066,2004,0.419,66,EC,1.4242424242424243,0.9894736842105263
Donyell Marshall,POWER FORWARD,30,TORONTO RAPTORS,120,298,120,162,182,527,94,80,104,95,200,1066,2004,0.467,66,EC,1.4242424242424243,0.9894736842105263
Darrick Martin,POINT GUARD,32,MINNESOTA TIMBERWOLVES,6,26,9,9,2,5,23,2,1,7,23,55,2004,0.299,16,WC,1.4375,3.2857142857142856
Kenyon Martin,POWER FORWARD,26,NEW JERSEY NETS,7,25,201,294,133,484,160,95,82,168,230,1086,2004,0.488,65,Unknown,2.4615384615384617,0.9523809523809523
Jamal Mashburn,SMALL FORWARD,31,NEW ORLEANS HORNETS,19,67,65,80,19,98,47,14,5,37,42,396,2004,0.392,19,Unknown,2.473684210526316,1.2702702702702702
Desmond Mason,SMALL FORWARD,26,MILWAUKEE BUCKS,9,39,356,463,93,266,152,60,24,148,191,1183,2004,0.472,82,EC,1.853658536585366,1.027027027027027
Roger Mason,SHOOTING GUARD,23,CHICAGO BULLS,1,6,0,0,0,3,3,1,0,2,5,3,2004,0.327,3,EC,1.0,1.5
Roger Mason,SHOOTING GUARD,23,CHICAGO BULLS,1,6,0,0,0,3,3,1,0,2,5,3,2004,0.091,3,EC,1.0,1.5
Roger Mason,SHOOTING GUARD,23,CHICAGO BULLS,1,6,0,0,0,3,3,1,0,2,5,3,2004,0.356,3,EC,1.0,1.5
Roger Mason,SHOOTING GUARD,23,TORONTO RAPTORS,12,33,19,22,1,27,23,10,6,18,31,93,2004,0.327,23,EC,1.0,1.2777777777777777
Roger Mason,SHOOTING GUARD,23,TORONTO RAPTORS,12,33,19,22,1,27,23,10,6,18,31,93,2004,0.091,23,EC,1.0,1.2777777777777777
Roger Mason,SHOOTING GUARD,23,TORONTO RAPTORS,12,33,19,22,1,27,23,10,6,18,31,93,2004,0.356,23,EC,1.0,1.2777777777777777
Tony Massenburg,POWER FORWARD,36,SACRAMENTO KINGS,0,1,43,63,57,131,29,14,18,45,144,251,2004,0.475,59,WC,0.4915254237288136,0.6444444444444445
Walter McCarty,POWER FORWARD,29,BOSTON CELTICS,137,366,62,82,28,211,124,72,22,91,179,605,2004,0.388,77,EC,1.6103896103896105,1.3626373626373627
Amal McCaskill,CENTER,30,PHILADELPHIA 76ERS,0,1,19,27,48,85,20,12,20,25,89,113,2004,0.402,59,EC,0.3389830508474576,0.8
Jelani McCoy,CENTER,26,CLEVELAND CAVALIERS,0,0,0,0,1,3,0,0,0,1,4,0,2004,,2,EC,0.0,0.0
Antonio McDyess,POWER FORWARD,29,NEW YORK KNICKS,0,0,22,38,31,88,20,12,11,27,46,152,2004,0.47,18,EC,1.1111111111111112,0.7407407407407407
Antonio McDyess,POWER FORWARD,29,NEW YORK KNICKS,0,0,22,38,31,88,20,12,11,27,46,152,2004,0.458,18,EC,1.1111111111111112,0.7407407407407407
Antonio McDyess,POWER FORWARD,29,NEW YORK KNICKS,0,0,22,38,31,88,20,12,11,27,46,152,2004,0.484,18,EC,1.1111111111111112,0.7407407407407407
Antonio McDyess,POWER FORWARD,29,PHOENIX SUNS,0,0,16,31,39,99,16,25,13,30,71,138,2004,0.47,24,WC,0.6666666666666666,0.5333333333333333
Antonio McDyess,POWER FORWARD,29,PHOENIX SUNS,0,0,16,31,39,99,16,25,13,30,71,138,2004,0.458,24,WC,0.6666666666666666,0.5333333333333333
